state_code,state_name,sex,urban,age_group,education,prevalence_pct,lower,upper,est_cases,population
IN-LD,Lakshadweep,Female,Rural,60-64,Middle,3.08,2.53,3.76,2,85
IN-LD,Lakshadweep,Female,Rural,60-64,Secondary,2.31,1.89,2.82,1,85
IN-LD,Lakshadweep,Female,Rural,60-64,Higher,1.73,1.42,2.11,1,85
IN-LD,Lakshadweep,Female,Rural,65-69,All,6.42,5.26,7.83,27,428
IN-LD,Lakshadweep,Female,Rural,65-69,None,8.99,7.37,10.97,7,85
IN-LD,Lakshadweep,Female,Rural,65-69,Primary,6.74,5.53,8.22,5,85
IN-LD,Lakshadweep,Female,Rural,65-69,Middle,5.13,4.21,6.26,4,85
IN-LD,Lakshadweep,Female,Rural,65-69,Secondary,3.85,3.16,4.70,3,85
IN-LD,Lakshadweep,Female,Rural,65-69,Higher,2.89,2.37,3.53,2,85
IN-LD,Lakshadweep,Female,Rural,70-74,All,9.84,8.07,12.00,42,428
IN-LD,Lakshadweep,Female,Rural,70-74,None,13.78,11.30,16.81,11,85
IN-LD,Lakshadweep,Female,Rural,70-74,Primary,10.33,8.47,12.60,8,85
IN-LD,Lakshadweep,Female,Rural,70-74,Middle,7.87,6.45,9.60,6,85
IN-LD,Lakshadweep,Female,Rural,70-74,Secondary,5.91,4.85,7.21,5,85
IN-LD,Lakshadweep,Female,Rural,70-74,Higher,4.43,3.63,5.40,3,85
IN-LD,Lakshadweep,Female,Rural,75-79,All,14.55,11.93,17.75,62,428
IN-LD,Lakshadweep,Female,Rural,75-79,None,20.37,16.70,24.85,17,85
IN-LD,Lakshadweep,Female,Rural,75-79,Primary,15.28,12.53,18.64,12,85
IN-LD,Lakshadweep,Female,Rural,75-79,Middle,11.64,9.54,14.20,9,85
IN-LD,Lakshadweep,Female,Rural,75-79,Secondary,8.73,7.16,10.65,7,85
IN-LD,Lakshadweep,Female,Rural,75-79,Higher,6.55,5.37,7.99,5,85
IN-LD,Lakshadweep,Female,Rural,80-84,All,20.54,16.84,25.06,87,428
IN-LD,Lakshadweep,Female,Rural,80-84,None,28.76,23.58,35.09,24,85
IN-LD,Lakshadweep,Female,Rural,80-84,Primary,21.57,17.69,26.32,18,85
IN-LD,Lakshadweep,Female,Rural,80-84,Middle,16.43,13.47,20.04,13,85
IN-LD,Lakshadweep,Female,Rural,80-84,Secondary,12.32,10.10,15.03,10,85
IN-LD,Lakshadweep,Female,Rural,80-84,Higher,9.24,7.58,11.27,7,85
IN-LD,Lakshadweep,Female,Rural,85+,All,28.24,23.16,34.45,120,428
IN-LD,Lakshadweep,Female,Rural,85+,None,35.00,28.70,42.70,29,85
IN-LD,Lakshadweep,Female,Rural,85+,Primary,29.65,24.31,36.17,25,85
IN-LD,Lakshadweep,Female,Rural,85+,Middle,22.59,18.52,27.56,19,85
IN-LD,Lakshadweep,Female,Rural,85+,Secondary,16.95,13.90,20.68,14,85
IN-LD,Lakshadweep,Female,Rural,85+,Higher,12.71,10.42,15.51,10,85
IN-LA,Ladakh,Both,All,60+,All,8.50,6.97,10.37,2380,28000
IN-LA,Ladakh,Both,All,60+,None,11.90,9.76,14.52,666,5600
IN-LA,Ladakh,Both,All,60+,Primary,8.93,7.32,10.89,500,5600
IN-LA,Ladakh,Both,All,60+,Middle,6.80,5.58,8.30,380,5600
IN-LA,Ladakh,Both,All,60+,Secondary,5.10,4.18,6.22,285,5600
IN-LA,Ladakh,Both,All,60+,Higher,3.83,3.14,4.67,214,5600
IN-LA,Ladakh,Both,All,60-64,All,3.83,3.14,4.67,193,5040
IN-LA,Ladakh,Both,All,60-64,None,5.36,4.40,6.54,53,1007
IN-LA,Ladakh,Both,All,60-64,Primary,4.02,3.30,4.90,40,1007
IN-LA,Ladakh,Both,All,60-64,Middle,3.06,2.51,3.73,30,1007
IN-LA,Ladakh,Both,All,60-64,Secondary,2.30,1.89,2.81,23,1007
IN-LA,Ladakh,Both,All,60-64,Higher,1.72,1.41,2.10,17,1007
IN-LA,Ladakh,Both,All,65-69,All,6.38,5.23,7.78,321,5040
IN-LA,Ladakh,Both,All,65-69,None,8.92,7.31,10.88,89,1007
IN-LA,Ladakh,Both,All,65-69,Primary,6.69,5.49,8.16,67,1007
IN-LA,Ladakh,Both,All,65-69,Middle,5.10,4.18,6.22,51,1007
IN-LA,Ladakh,Both,All,65-69,Secondary,3.83,3.14,4.67,38,1007
IN-LA,Ladakh,Both,All,65-69,Higher,2.87,2.35,3.50,28,1007
IN-LA,Ladakh,Both,All,70-74,All,9.77,8.01,11.92,492,5040
IN-LA,Ladakh,Both,All,70-74,None,13.68,11.22,16.69,137,1007
IN-LA,Ladakh,Both,All,70-74,Primary,10.26,8.41,12.52,103,1007
IN-LA,Ladakh,Both,All,70-74,Middle,7.82,6.41,9.54,78,1007
IN-LA,Ladakh,Both,All,70-74,Secondary,5.86,4.81,7.15,59,1007
IN-LA,Ladakh,Both,All,70-74,Higher,4.40,3.61,5.37,44,1007
IN-LA,Ladakh,Both,All,75-79,All,14.45,11.85,17.63,728,5040
IN-LA,Ladakh,Both,All,75-79,None,20.23,16.59,24.68,203,1007
IN-LA,Ladakh,Both,All,75-79,Primary,15.17,12.44,18.51,152,1007
IN-LA,Ladakh,Both,All,75-79,Middle,11.56,9.48,14.10,116,1007
IN-LA,Ladakh,Both,All,75-79,Secondary,8.67,7.11,10.58,87,1007
IN-LA,Ladakh,Both,All,75-79,Higher,6.50,5.33,7.93,65,1007
IN-LA,Ladakh,Both,All,80-84,All,20.40,16.73,24.89,1028,5040
IN-LA,Ladakh,Both,All,80-84,None,28.56,23.42,34.84,287,1007
IN-LA,Ladakh,Both,All,80-84,Primary,21.42,17.56,26.13,215,1007
IN-LA,Ladakh,Both,All,80-84,Middle,16.32,13.38,19.91,164,1007
IN-LA,Ladakh,Both,All,80-84,Secondary,12.24,10.04,14.93,123,1007
IN-LA,Ladakh,Both,All,80-84,Higher,9.18,7.53,11.20,92,1007
IN-LA,Ladakh,Both,All,85+,All,28.05,23.00,34.22,1413,5040
IN-LA,Ladakh,Both,All,85+,None,35.00,28.70,42.70,352,1007
IN-LA,Ladakh,Both,All,85+,Primary,29.45,24.15,35.93,296,1007
IN-LA,Ladakh,Both,All,85+,Middle,22.44,18.40,27.38,225,1007
IN-LA,Ladakh,Both,All,85+,Secondary,16.83,13.80,20.53,169,1007
IN-LA,Ladakh,Both,All,85+,Higher,12.62,10.35,15.40,127,1007
IN-LA,Ladakh,Both,Urban,60+,All,6.97,5.72,8.50,624,8960
IN-LA,Ladakh,Both,Urban,60+,None,9.76,8.00,11.91,174,1792
IN-LA,Ladakh,Both,Urban,60+,Primary,7.32,6.00,8.93,131,1792
IN-LA,Ladakh,Both,Urban,60+,Middle,5.58,4.58,6.81,99,1792
IN-LA,Ladakh,Both,Urban,60+,Secondary,4.18,3.43,5.10,74,1792
IN-LA,Ladakh,Both,Urban,60+,Higher,3.14,2.57,3.83,56,1792
IN-LA,Ladakh,Both,Urban,60-64,All,3.14,2.57,3.83,50,1612
IN-LA,Ladakh,Both,Urban,60-64,None,4.39,3.60,5.36,14,322
IN-LA,Ladakh,Both,Urban,60-64,Primary,3.29,2.70,4.01,10,322
IN-LA,Ladakh,Both,Urban,60-64,Middle,2.51,2.06,3.06,8,322
IN-LA,Ladakh,Both,Urban,60-64,Secondary,1.88,1.54,2.29,6,322
IN-LA,Ladakh,Both,Urban,60-64,Higher,1.41,1.16,1.72,4,322
IN-LA,Ladakh,Both,Urban,65-69,All,5.23,4.29,6.38,84,1612
IN-LA,Ladakh,Both,Urban,65-69,None,7.32,6.00,8.93,23,322
IN-LA,Ladakh,Both,Urban,65-69,Primary,5.49,4.50,6.70,17,322
IN-LA,Ladakh,Both,Urban,65-69,Middle,4.18,3.43,5.10,13,322
IN-LA,Ladakh,Both,Urban,65-69,Secondary,3.14,2.57,3.83,10,322
IN-LA,Ladakh,Both,Urban,65-69,Higher,2.35,1.93,2.87,7,322
IN-LA,Ladakh,Both,Urban,70-74,All,8.02,6.58,9.78,129,1612
IN-LA,Ladakh,Both,Urban,70-74,None,11.22,9.20,13.69,36,322
IN-LA,Ladakh,Both,Urban,70-74,Primary,8.42,6.90,10.27,27,322
IN-LA,Ladakh,Both,Urban,70-74,Middle,6.41,5.26,7.82,20,322
IN-LA,Ladakh,Both,Urban,70-74,Secondary,4.81,3.94,5.87,15,322
IN-LA,Ladakh,Both,Urban,70-74,Higher,3.61,2.96,4.40,11,322
IN-LA,Ladakh,Both,Urban,75-79,All,11.85,9.72,14.46,191,1612
IN-LA,Ladakh,Both,Urban,75-79,None,16.59,13.60,20.24,53,322
IN-LA,Ladakh,Both,Urban,75-79,Primary,12.44,10.20,15.18,40,322
IN-LA,Ladakh,Both,Urban,75-79,Middle,9.48,7.77,11.57,30,322
IN-LA,Ladakh,Both,Urban,75-79,Secondary,7.11,5.83,8.67,22,322
IN-LA,Ladakh,Both,Urban,75-79,Higher,5.33,4.37,6.50,17,322
IN-LA,Ladakh,Both,Urban,80-84,All,16.73,13.72,20.41,269,1612
IN-LA,Ladakh,Both,Urban,80-84,None,23.42,19.20,28.57,75,322
IN-LA,Ladakh,Both,Urban,80-84,Primary,17.56,14.40,21.42,56,322
IN-LA,Ladakh,Both,Urban,80-84,Middle,13.38,10.97,16.32,43,322
IN-LA,Ladakh,Both,Urban,80-84,Secondary,10.04,8.23,12.25,32,322
IN-LA,Ladakh,Both,Urban,80-84,Higher,7.53,6.17,9.19,24,322
IN-LA,Ladakh,Both,Urban,85+,All,23.00,18.86,28.06,370,1612
IN-LA,Ladakh,Both,Urban,85+,None,32.20,26.40,39.28,103,322
IN-LA,Ladakh,Both,Urban,85+,Primary,24.15,19.80,29.46,77,322
IN-LA,Ladakh,Both,Urban,85+,Middle,18.40,15.09,22.45,59,322
IN-LA,Ladakh,Both,Urban,85+,Secondary,13.80,11.32,16.84,44,322
IN-LA,Ladakh,Both,Urban,85+,Higher,10.35,8.49,12.63,33,322
IN-LA,Ladakh,Both,Rural,60+,All,10.37,8.50,12.65,1974,19040
IN-LA,Ladakh,Both,Rural,60+,None,14.52,11.91,17.71,552,3808
IN-LA,Ladakh,Both,Rural,60+,Primary,10.89,8.93,13.29,414,3808
IN-LA,Ladakh,Both,Rural,60+,Middle,8.30,6.81,10.13,316,3808
IN-LA,Ladakh,Both,Rural,60+,Secondary,6.22,5.10,7.59,236,3808
IN-LA,Ladakh,Both,Rural,60+,Higher,4.67,3.83,5.70,177,3808
IN-LA,Ladakh,Both,Rural,60-64,All,4.67,3.83,5.70,160,3427
IN-LA,Ladakh,Both,Rural,60-64,None,6.53,5.35,7.97,44,685
IN-LA,Ladakh,Both,Rural,60-64,Primary,4.90,4.02,5.98,33,685
IN-LA,Ladakh,Both,Rural,60-64,Middle,3.73,3.06,4.55,25,685
IN-LA,Ladakh,Both,Rural,60-64,Secondary,2.80,2.30,3.42,19,685
IN-LA,Ladakh,Both,Rural,60-64,Higher,2.10,1.72,2.56,14,685
IN-LA,Ladakh,Both,Rural,65-69,All,7.78,6.38,9.49,266,3427
IN-LA,Ladakh,Both,Rural,65-69,None,10.89,8.93,13.29,74,685
IN-LA,Ladakh,Both,Rural,65-69,Primary,8.17,6.70,9.97,55,685
IN-LA,Ladakh,Both,Rural,65-69,Middle,6.22,5.10,7.59,42,685
IN-LA,Ladakh,Both,Rural,65-69,Secondary,4.67,3.83,5.70,31,685
IN-LA,Ladakh,Both,Rural,65-69,Higher,3.50,2.87,4.27,23,685
IN-LA,Ladakh,Both,Rural,70-74,All,11.93,9.78,14.55,408,3427
IN-LA,Ladakh,Both,Rural,70-74,None,16.70,13.69,20.37,114,685
IN-LA,Ladakh,Both,Rural,70-74,Primary,12.52,10.27,15.27,85,685
IN-LA,Ladakh,Both,Rural,70-74,Middle,9.54,7.82,11.64,65,685
IN-LA,Ladakh,Both,Rural,70-74,Secondary,7.16,5.87,8.74,49,685
IN-LA,Ladakh,Both,Rural,70-74,Higher,5.37,4.40,6.55,36,685
IN-LA,Ladakh,Both,Rural,75-79,All,17.63,14.46,21.51,604,3427
IN-LA,Ladakh,Both,Rural,75-79,None,24.68,20.24,30.11,169,685
IN-LA,Ladakh,Both,Rural,75-79,Primary,18.51,15.18,22.58,126,685
IN-LA,Ladakh,Both,Rural,75-79,Middle,14.10,11.56,17.20,96,685
IN-LA,Ladakh,Both,Rural,75-79,Secondary,10.58,8.68,12.91,72,685
IN-LA,Ladakh,Both,Rural,75-79,Higher,7.93,6.50,9.67,54,685
IN-LA,Ladakh,Both,Rural,80-84,All,24.89,20.41,30.37,852,3427
IN-LA,Ladakh,Both,Rural,80-84,None,34.84,28.57,42.50,238,685
IN-LA,Ladakh,Both,Rural,80-84,Primary,26.13,21.43,31.88,178,685
IN-LA,Ladakh,Both,Rural,80-84,Middle,19.91,16.33,24.29,136,685
IN-LA,Ladakh,Both,Rural,80-84,Secondary,14.93,12.24,18.21,102,685
IN-LA,Ladakh,Both,Rural,80-84,Higher,11.20,9.18,13.66,76,685
IN-LA,Ladakh,Both,Rural,85+,All,34.22,28.06,41.75,1172,3427
IN-LA,Ladakh,Both,Rural,85+,None,35.00,28.70,42.70,239,685
IN-LA,Ladakh,Both,Rural,85+,Primary,35.00,28.70,42.70,239,685
IN-LA,Ladakh,Both,Rural,85+,Middle,27.38,22.45,33.40,187,685
IN-LA,Ladakh,Both,Rural,85+,Secondary,20.53,16.83,25.05,140,685
IN-LA,Ladakh,Both,Rural,85+,Higher,15.40,12.63,18.79,105,685
IN-LA,Ladakh,Male,All,60+,All,7.23,5.93,8.82,1012,14000
IN-LA,Ladakh,Male,All,60+,None,10.12,8.30,12.35,283,2800
IN-LA,Ladakh,Male,All,60+,Primary,7.59,6.22,9.26,212,2800
IN-LA,Ladakh,Male,All,60+,Middle,5.78,4.74,7.05,161,2800
IN-LA,Ladakh,Male,All,60+,Secondary,4.34,3.56,5.29,121,2800
IN-LA,Ladakh,Male,All,60+,Higher,3.25,2.67,3.97,91,2800
IN-LA,Ladakh,Male,All,60-64,All,3.25,2.67,3.97,81,2520
IN-LA,Ladakh,Male,All,60-64,None,4.55,3.73,5.55,22,503
IN-LA,Ladakh,Male,All,60-64,Primary,3.41,2.80,4.16,17,503
IN-LA,Ladakh,Male,All,60-64,Middle,2.60,2.13,3.17,13,503
IN-LA,Ladakh,Male,All,60-64,Secondary,1.95,1.60,2.38,9,503
IN-LA,Ladakh,Male,All,60-64,Higher,1.46,1.20,1.78,7,503
IN-LA,Ladakh,Male,All,65-69,All,5.42,4.44,6.61,136,2520
IN-LA,Ladakh,Male,All,65-69,None,7.59,6.22,9.26,38,503
IN-LA,Ladakh,Male,All,65-69,Primary,5.69,4.67,6.94,28,503
IN-LA,Ladakh,Male,All,65-69,Middle,4.34,3.56,5.29,21,503
IN-LA,Ladakh,Male,All,65-69,Secondary,3.25,2.67,3.97,16,503
IN-LA,Ladakh,Male,All,65-69,Higher,2.44,2.00,2.98,12,503
IN-LA,Ladakh,Male,All,70-74,All,8.31,6.81,10.14,209,2520
IN-LA,Ladakh,Male,All,70-74,None,11.63,9.54,14.19,58,503
IN-LA,Ladakh,Male,All,70-74,Primary,8.72,7.15,10.64,43,503
IN-LA,Ladakh,Male,All,70-74,Middle,6.65,5.45,8.11,33,503
IN-LA,Ladakh,Male,All,70-74,Secondary,4.99,4.09,6.09,25,503
IN-LA,Ladakh,Male,All,70-74,Higher,3.74,3.07,4.56,18,503
IN-LA,Ladakh,Male,All,75-79,All,12.28,10.07,14.98,309,2520
IN-LA,Ladakh,Male,All,75-79,None,17.20,14.10,20.98,86,503
IN-LA,Ladakh,Male,All,75-79,Primary,12.90,10.58,15.74,64,503
IN-LA,Ladakh,Male,All,75-79,Middle,9.83,8.06,11.99,49,503
IN-LA,Ladakh,Male,All,75-79,Secondary,7.37,6.04,8.99,37,503
IN-LA,Ladakh,Male,All,75-79,Higher,5.53,4.53,6.75,27,503
IN-LA,Ladakh,Male,All,80-84,All,17.34,14.22,21.15,436,2520
IN-LA,Ladakh,Male,All,80-84,None,24.28,19.91,29.62,122,503
IN-LA,Ladakh,Male,All,80-84,Primary,18.21,14.93,22.22,91,503
IN-LA,Ladakh,Male,All,80-84,Middle,13.87,11.37,16.92,69,503
IN-LA,Ladakh,Male,All,80-84,Secondary,10.40,8.53,12.69,52,503
IN-LA,Ladakh,Male,All,80-84,Higher,7.80,6.40,9.52,39,503
IN-LA,Ladakh,Male,All,85+,All,23.84,19.55,29.08,600,2520
IN-LA,Ladakh,Male,All,85+,None,33.38,27.37,40.72,167,503
IN-LA,Ladakh,Male,All,85+,Primary,25.03,20.52,30.54,125,503
IN-LA,Ladakh,Male,All,85+,Middle,19.07,15.64,23.27,95,503
IN-LA,Ladakh,Male,All,85+,Secondary,14.31,11.73,17.46,71,503
IN-LA,Ladakh,Male,All,85+,Higher,10.73,8.80,13.09,53,503
IN-LA,Ladakh,Male,Urban,60+,All,5.92,4.85,7.22,265,4480
IN-LA,Ladakh,Male,Urban,60+,None,8.29,6.80,10.11,74,896
IN-LA,Ladakh,Male,Urban,60+,Primary,6.22,5.10,7.59,55,896
IN-LA,Ladakh,Male,Urban,60+,Middle,4.74,3.89,5.78,42,896
IN-LA,Ladakh,Male,Urban,60+,Secondary,3.55,2.91,4.33,31,896
IN-LA,Ladakh,Male,Urban,60+,Higher,2.67,2.19,3.26,23,896
IN-LA,Ladakh,Male,Urban,60-64,All,2.67,2.19,3.26,21,806
IN-LA,Ladakh,Male,Urban,60-64,None,3.73,3.06,4.55,6,161
IN-LA,Ladakh,Male,Urban,60-64,Primary,2.80,2.30,3.42,4,161
IN-LA,Ladakh,Male,Urban,60-64,Middle,2.13,1.75,2.60,3,161
IN-LA,Ladakh,Male,Urban,60-64,Secondary,1.60,1.31,1.95,2,161
IN-LA,Ladakh,Male,Urban,60-64,Higher,1.20,0.98,1.46,1,161
IN-LA,Ladakh,Male,Urban,65-69,All,4.44,3.64,5.42,35,806
IN-LA,Ladakh,Male,Urban,65-69,None,6.22,5.10,7.59,10,161
IN-LA,Ladakh,Male,Urban,65-69,Primary,4.67,3.83,5.70,7,161
IN-LA,Ladakh,Male,Urban,65-69,Middle,3.55,2.91,4.33,5,161
IN-LA,Ladakh,Male,Urban,65-69,Secondary,2.67,2.19,3.26,4,161
IN-LA,Ladakh,Male,Urban,65-69,Higher,2.00,1.64,2.44,3,161
IN-LA,Ladakh,Male,Urban,70-74,All,6.81,5.58,8.31,54,806
IN-LA,Ladakh,Male,Urban,70-74,None,9.54,7.82,11.64,15,161
IN-LA,Ladakh,Male,Urban,70-74,Primary,7.15,5.86,8.72,11,161
IN-LA,Ladakh,Male,Urban,70-74,Middle,5.45,4.47,6.65,8,161
IN-LA,Ladakh,Male,Urban,70-74,Secondary,4.09,3.35,4.99,6,161
IN-LA,Ladakh,Male,Urban,70-74,Higher,3.07,2.52,3.75,4,161
IN-LA,Ladakh,Male,Urban,75-79,All,10.07,8.26,12.29,81,806
IN-LA,Ladakh,Male,Urban,75-79,None,14.10,11.56,17.20,22,161
IN-LA,Ladakh,Male,Urban,75-79,Primary,10.58,8.68,12.91,17,161
IN-LA,Ladakh,Male,Urban,75-79,Middle,8.06,6.61,9.83,12,161
IN-LA,Ladakh,Male,Urban,75-79,Secondary,6.04,4.95,7.37,9,161
IN-LA,Ladakh,Male,Urban,75-79,Higher,4.53,3.71,5.53,7,161
IN-LA,Ladakh,Male,Urban,80-84,All,14.22,11.66,17.35,114,806
IN-LA,Ladakh,Male,Urban,80-84,None,19.91,16.33,24.29,32,161
IN-LA,Ladakh,Male,Urban,80-84,Primary,14.93,12.24,18.21,24,161
IN-LA,Ladakh,Male,Urban,80-84,Middle,11.38,9.33,13.88,18,161
IN-LA,Ladakh,Male,Urban,80-84,Secondary,8.53,6.99,10.41,13,161
IN-LA,Ladakh,Male,Urban,80-84,Higher,6.40,5.25,7.81,10,161
IN-LA,Ladakh,Male,Urban,85+,All,19.55,16.03,23.85,157,806
IN-LA,Ladakh,Male,Urban,85+,None,27.37,22.44,33.39,44,161
IN-LA,Ladakh,Male,Urban,85+,Primary,20.53,16.83,25.05,33,161
IN-LA,Ladakh,Male,Urban,85+,Middle,15.64,12.82,19.08,25,161
IN-LA,Ladakh,Male,Urban,85+,Secondary,11.73,9.62,14.31,18,161
IN-LA,Ladakh,Male,Urban,85+,Higher,8.80,7.22,10.74,14,161
IN-LA,Ladakh,Male,Rural,60+,All,8.81,7.22,10.75,838,9520
IN-LA,Ladakh,Male,Rural,60+,None,12.34,10.12,15.05,234,1904
IN-LA,Ladakh,Male,Rural,60+,Primary,9.26,7.59,11.30,176,1904
IN-LA,Ladakh,Male,Rural,60+,Middle,7.05,5.78,8.60,134,1904
IN-LA,Ladakh,Male,Rural,60+,Secondary,5.29,4.34,6.45,100,1904
IN-LA,Ladakh,Male,Rural,60+,Higher,3.97,3.26,4.84,75,1904
IN-LA,Ladakh,Male,Rural,60-64,All,3.97,3.26,4.84,68,1713
IN-LA,Ladakh,Male,Rural,60-64,None,5.55,4.55,6.77,18,342
IN-LA,Ladakh,Male,Rural,60-64,Primary,4.16,3.41,5.08,14,342
IN-LA,Ladakh,Male,Rural,60-64,Middle,3.17,2.60,3.87,10,342
IN-LA,Ladakh,Male,Rural,60-64,Secondary,2.38,1.95,2.90,8,342
IN-LA,Ladakh,Male,Rural,60-64,Higher,1.78,1.46,2.17,6,342
IN-LA,Ladakh,Male,Rural,65-69,All,6.61,5.42,8.06,113,1713
IN-LA,Ladakh,Male,Rural,65-69,None,9.26,7.59,11.30,31,342
IN-LA,Ladakh,Male,Rural,65-69,Primary,6.94,5.69,8.47,23,342
IN-LA,Ladakh,Male,Rural,65-69,Middle,5.29,4.34,6.45,18,342
IN-LA,Ladakh,Male,Rural,65-69,Secondary,3.97,3.26,4.84,13,342
IN-LA,Ladakh,Male,Rural,65-69,Higher,2.97,2.44,3.62,10,342
IN-LA,Ladakh,Male,Rural,70-74,All,10.14,8.31,12.37,173,1713
IN-LA,Ladakh,Male,Rural,70-74,None,14.19,11.64,17.31,48,342
IN-LA,Ladakh,Male,Rural,70-74,Primary,10.64,8.72,12.98,36,342
IN-LA,Ladakh,Male,Rural,70-74,Middle,8.11,6.65,9.89,27,342
IN-LA,Ladakh,Male,Rural,70-74,Secondary,6.08,4.99,7.42,20,342
IN-LA,Ladakh,Male,Rural,70-74,Higher,4.56,3.74,5.56,15,342
IN-LA,Ladakh,Male,Rural,75-79,All,14.98,12.28,18.28,256,1713
IN-LA,Ladakh,Male,Rural,75-79,None,20.98,17.20,25.60,71,342
IN-LA,Ladakh,Male,Rural,75-79,Primary,15.73,12.90,19.19,53,342
IN-LA,Ladakh,Male,Rural,75-79,Middle,11.99,9.83,14.63,41,342
IN-LA,Ladakh,Male,Rural,75-79,Secondary,8.99,7.37,10.97,30,342
IN-LA,Ladakh,Male,Rural,75-79,Higher,6.74,5.53,8.22,23,342
IN-LA,Ladakh,Male,Rural,80-84,All,21.15,17.34,25.80,362,1713
IN-LA,Ladakh,Male,Rural,80-84,None,29.62,24.29,36.14,101,342
IN-LA,Ladakh,Male,Rural,80-84,Primary,22.21,18.21,27.10,75,342
IN-LA,Ladakh,Male,Rural,80-84,Middle,16.92,13.87,20.64,57,342
IN-LA,Ladakh,Male,Rural,80-84,Secondary,12.69,10.41,15.48,43,342
IN-LA,Ladakh,Male,Rural,80-84,Higher,9.52,7.81,11.61,32,342
IN-LA,Ladakh,Male,Rural,85+,All,29.09,23.85,35.49,498,1713
IN-LA,Ladakh,Male,Rural,85+,None,35.00,28.70,42.70,119,342
IN-LA,Ladakh,Male,Rural,85+,Primary,30.54,25.04,37.26,104,342
IN-LA,Ladakh,Male,Rural,85+,Middle,23.27,19.08,28.39,79,342
IN-LA,Ladakh,Male,Rural,85+,Secondary,17.45,14.31,21.29,59,342
IN-LA,Ladakh,Male,Rural,85+,Higher,13.09,10.73,15.97,44,342
IN-LA,Ladakh,Female,All,60+,All,9.77,8.01,11.92,1367,14000
IN-LA,Ladakh,Female,All,60+,None,13.68,11.22,16.69,383,2800
IN-LA,Ladakh,Female,All,60+,Primary,10.26,8.41,12.52,287,2800
IN-LA,Ladakh,Female,All,60+,Middle,7.82,6.41,9.54,218,2800
IN-LA,Ladakh,Female,All,60+,Secondary,5.86,4.81,7.15,164,2800
IN-LA,Ladakh,Female,All,60+,Higher,4.40,3.61,5.37,123,2800
IN-LA,Ladakh,Female,All,60-64,All,4.40,3.61,5.37,110,2520
IN-LA,Ladakh,Female,All,60-64,None,6.16,5.05,7.52,30,503
IN-LA,Ladakh,Female,All,60-64,Primary,4.62,3.79,5.64,23,503
IN-LA,Ladakh,Female,All,60-64,Middle,3.52,2.89,4.29,17,503
IN-LA,Ladakh,Female,All,60-64,Secondary,2.64,2.16,3.22,13,503
IN-LA,Ladakh,Female,All,60-64,Higher,1.98,1.62,2.42,9,503
IN-LA,Ladakh,Female,All,65-69,All,7.33,6.01,8.94,184,2520
IN-LA,Ladakh,Female,All,65-69,None,10.26,8.41,12.52,51,503
IN-LA,Ladakh,Female,All,65-69,Primary,7.70,6.31,9.39,38,503
IN-LA,Ladakh,Female,All,65-69,Middle,5.86,4.81,7.15,29,503
IN-LA,Ladakh,Female,All,65-69,Secondary,4.40,3.61,5.37,22,503
IN-LA,Ladakh,Female,All,65-69,Higher,3.30,2.71,4.03,16,503
IN-LA,Ladakh,Female,All,70-74,All,11.24,9.22,13.71,283,2520
IN-LA,Ladakh,Female,All,70-74,None,15.74,12.91,19.20,79,503
IN-LA,Ladakh,Female,All,70-74,Primary,11.80,9.68,14.40,59,503
IN-LA,Ladakh,Female,All,70-74,Middle,8.99,7.37,10.97,45,503
IN-LA,Ladakh,Female,All,70-74,Secondary,6.74,5.53,8.22,33,503
IN-LA,Ladakh,Female,All,70-74,Higher,5.06,4.15,6.17,25,503
IN-LA,Ladakh,Female,All,75-79,All,16.62,13.63,20.28,418,2520
IN-LA,Ladakh,Female,All,75-79,None,23.26,19.07,28.38,116,503
IN-LA,Ladakh,Female,All,75-79,Primary,17.45,14.31,21.29,87,503
IN-LA,Ladakh,Female,All,75-79,Middle,13.29,10.90,16.21,66,503
IN-LA,Ladakh,Female,All,75-79,Secondary,9.97,8.18,12.16,50,503
IN-LA,Ladakh,Female,All,75-79,Higher,7.48,6.13,9.13,37,503
IN-LA,Ladakh,Female,All,80-84,All,23.46,19.24,28.62,591,2520
IN-LA,Ladakh,Female,All,80-84,None,32.84,26.93,40.06,165,503
IN-LA,Ladakh,Female,All,80-84,Primary,24.63,20.20,30.05,123,503
IN-LA,Ladakh,Female,All,80-84,Middle,18.77,15.39,22.90,94,503
IN-LA,Ladakh,Female,All,80-84,Secondary,14.08,11.55,17.18,70,503
IN-LA,Ladakh,Female,All,80-84,Higher,10.56,8.66,12.88,53,503
IN-LA,Ladakh,Female,All,85+,All,32.26,26.45,39.36,812,2520
IN-LA,Ladakh,Female,All,85+,None,35.00,28.70,42.70,176,503
IN-LA,Ladakh,Female,All,85+,Primary,33.87,27.77,41.32,170,503
IN-LA,Ladakh,Female,All,85+,Middle,25.81,21.16,31.49,129,503
IN-LA,Ladakh,Female,All,85+,Secondary,19.35,15.87,23.61,97,503
IN-LA,Ladakh,Female,All,85+,Higher,14.52,11.91,17.71,73,503
IN-LA,Ladakh,Female,Urban,60+,All,8.02,6.58,9.78,359,4480
IN-LA,Ladakh,Female,Urban,60+,None,11.22,9.20,13.69,100,896
IN-LA,Ladakh,Female,Urban,60+,Primary,8.42,6.90,10.27,75,896
IN-LA,Ladakh,Female,Urban,60+,Middle,6.41,5.26,7.82,57,896
IN-LA,Ladakh,Female,Urban,60+,Secondary,4.81,3.94,5.87,43,896
